"",Cell_Line,Compound,Doses,IC50
"4882",SW403,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4883",SW48,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4884",SW620,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4885",SW780,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4886",SW900,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4887",T24,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4888",T47D,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4889",T84,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4890",T98G,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4891",TC71,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4892",TCCSUP,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4893",TE1,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4894",TE11,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",0.031037039
"4895",TE15,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4896",TE5,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4897",TE9,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4898",TOV112D,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4899",TOV21G,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4900",TT2609C02,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4901",TYKNU,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4902",U118MG,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4903",U2OS,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4904",U87MG,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4905",UACC257,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4906",UACC62,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4907",UACC812,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4908",UMUC3,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4909",VMRCLCD,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4910",VMRCRCW,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",1.936048985
"4911",VMRCRCZ,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4912",WM115,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4913",YKG1,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4914",ZR7530,PHA665752,".0025,.0080,.025,.080,.25,.80,2.53,8",1.324181464
"4915",22RV1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4916",42MGBA,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4917",5637,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",3.738452435
"4918",639V,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4919",697,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",1.699568575
"4920",769P,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4921",7860,PLX4720,,
"4922",8305C,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",5.313370705
"4923",8505C,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4924",8MGBA,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4925",A172,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4926",A204,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4927",A2058,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4928",A253,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4929",A2780,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4930",A375,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.258287698
"4931",A549,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4932",A673,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4933",ACHN,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4934",ALLSIL,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",6.943338871
"4935",AMO1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4936",AN3CA,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4937",ASPC1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4938",AU565,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4939",BCPAP,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4940",BFTC909,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4941",BL41,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4942",BL70,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4943",BT20,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4944",BT474,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4945",BT549,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4946",BXPC3,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",3.000696659
"4947",C2BBE1,PLX4720,".0080,.025,.080,.25,.80,2.53,8",8
"4948",C32,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",2.206977606
"4949",C3A,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4950",CAL12T,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",5.935973167
"4951",CAL27,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4952",CAL78,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4953",CAL851,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4954",CALU3,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4955",CALU6,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.809417602
"4956",CAMA1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4957",CAPAN2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4958",CAS1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4959",CCK81,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4960",CHL1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4961",CHP212,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4962",COLO205,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.394231439
"4963",COLO678,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4964",COLO679,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.554165304
"4965",COLO741,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",4.03970623
"4966",CORL105,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4967",CORL23,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4968",DAOY,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4969",DBTRG05MG,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",2.652912855
"4970",DEL,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4971",DETROIT562,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4972",DKMG,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4973",DMS114,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4974",DOHH2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4975",DOV13,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4976",DU145,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4977",EB2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4978",EBC1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4979",EFM19,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4980",EFO21,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4981",EFO27,PLX4720,,
"4982",EM2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4983",EN,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4984",ES2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4985",ESS1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4986",FADU,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4987",FU97,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4988",FUOV1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4989",G361,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",1.286707997
"4990",G401,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4991",G402,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4992",GAMG,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4993",GB1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",4.628991127
"4994",GCIY,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4995",GCT,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",5.271176815
"4996",GI1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4997",GMS10,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4998",GRANTA519,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"4999",H4,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5000",HARA,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5001",HCC1187,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5002",HCC1395,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5003",HCC15,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5004",HCC1569,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5005",HCC1806,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5006",HCC1954,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5007",HCC44,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5008",HCC56,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5009",HCC70,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5010",HCC78,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5011",HCC827,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5012",HCT116,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5013",HCT15,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5014",HDMYZ,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",6.105682373
"5015",HDQP1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5016",HGC27,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5017",HH,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5018",HLE,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5019",HOS,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5020",HPAC,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5021",HPAFII,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5022",HS578T,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5023",HS683,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5024",HS746T,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5025",HS766T,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5026",HS939T,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",2.102822304
"5027",HSC2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5028",HT,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5029",HT1080,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5030",HT1197,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5031",HT1376,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5032",HT144,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",1.336324811
"5033",HT29,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",1.678125024
"5034",HUCCT1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5035",HUH1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5036",HUPT3,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5037",HUPT4,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5038",IALM,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5039",IGR37,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.904429674
"5040",IGROV1,PLX4720,,
"5041",IM95,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5042",IPC298,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5043",ISTMES1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5044",J82,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5045",JHH2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5046",JHH4,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",4.928554535
"5047",JHH6,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5048",JHH7,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5049",JHOS2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5050",JHOS4,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5051",JM1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5052",JURKAT,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",3.758895636
"5053",JVM3,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",3.727098703
"5054",KALS1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5055",KARPAS299,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5056",KARPAS422,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5057",KARPAS620,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5058",KCL22,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5059",KELLY,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5060",KG1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5061",KLE,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5062",KMRC1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5063",KMS11,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5064",KMS12BM,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5065",KNS42,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5066",KNS62,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5067",KO52,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5068",KP1N,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5069",KP2,PLX4720,,
"5070",KP3,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5071",KP4,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5072",KU812,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5073",KURAMOCHI,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5074",KYM1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5075",KYSE140,PLX4720,".025,.080,.25,.80,2.53,8",6.805239201
"5076",KYSE150,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5077",KYSE180,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5078",KYSE30,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5079",KYSE410,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5080",KYSE450,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5081",KYSE510,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5082",KYSE520,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5083",KYSE70,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5084",L363,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5085",L428,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5086",LCLC103H,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5087",LN18,PLX4720,,
"5088",LN229,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5089",LOUNH91,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5090",LOXIMVI,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5091",LP1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5092",LS123,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5093",LS411N,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.925284624
"5094",LS513,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5095",MALME3M,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.285528094
"5096",MC116,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5097",MCAS,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5098",MCF7,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5099",MDAMB157,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5100",MDAMB175VII,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5101",MDAMB415,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5102",MDAMB436,PLX4720,".0080,.025,.080,.25,.80,2.53,8",8
"5103",MDAMB453,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5104",MDAMB468,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5105",MEG01,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5106",MELHO,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.312976211
"5107",MESSA,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5108",MEWO,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5109",MFE280,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5110",MFE296,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5111",MFE319,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5112",MG63,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5113",MHHES1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5114",MIAPACA2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5115",MKN45,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5116",MKN7,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5117",MOGGCCM,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5118",MOLP8,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5119",MOLT16,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5120",MPP89,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5121",MSTO211H,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5122",NCIH1048,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5123",NCIH1092,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5124",NCIH1155,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5125",NCIH1299,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5126",NCIH1341,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5127",NCIH1355,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5128",NCIH1563,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5129",NCIH1568,PLX4720,".0080,.025,.080,.25,.80,2.53,8",4.620815754
"5130",NCIH1573,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5131",NCIH1581,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5132",NCIH1648,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",5.766373158
"5133",NCIH1650,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5134",NCIH1651,PLX4720,".0080,.025,.080,.25,.80,2.53,8",8
"5135",NCIH1666,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5136",NCIH1693,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5137",NCIH1694,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5138",NCIH1703,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5139",NCIH1792,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5140",NCIH1793,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5141",NCIH1869,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5142",NCIH1915,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5143",NCIH1944,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5144",NCIH1975,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5145",NCIH2009,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5146",NCIH2023,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5147",NCIH2030,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5148",NCIH2052,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5149",NCIH2085,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5150",NCIH2087,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",5.211354733
"5151",NCIH211,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5152",NCIH2122,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5153",NCIH2170,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5154",NCIH2172,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5155",NCIH2228,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5156",NCIH226,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5157",NCIH23,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",0.211737986
"5158",NCIH2444,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5159",NCIH2452,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5160",NCIH28,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5161",NCIH358,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",5.514954567
"5162",NCIH441,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5163",NCIH460,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5164",NCIH520,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5165",NCIH522,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5166",NCIH647,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5167",NCIH650,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5168",NCIH661,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5169",NCIH727,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5170",NCIH747,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5171",NCIH810,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5172",NCIN87,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5173",NUGC3,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5174",NUGC4,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5175",OC314,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5176",OCIAML2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5177",OCIAML5,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5178",OCUM1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5179",OE21,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5180",OE33,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5181",ONS76,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5182",OPM2,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5183",OV90,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5184",OVCAR4,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5185",OVCAR8,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5186",OVTOKO,PLX4720,,
"5187",P12ICHIKAWA,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5188",P31FUJ,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5189",PANC0203,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5190",PANC0327,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5191",PANC0403,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5192",PANC1005,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5193",PATU8902,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5194",PC14,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5195",PC3,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5196",PSN1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5197",QGP1,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5198",RAJI,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5199",RD,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5200",REH,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5201",RERFGC1B,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5202",RERFLCMS,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5203",RKN,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"5204",RKO,PLX4720,".0025,.0080,.025,.080,.25,.80,2.53,8",8
